Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
2013520308403,1,1,0,9,0,8,0,0,0,0,3,1,6,1,7,-1,-1,-1,6,1
2013520308403,2,9,0,18,0,4,0,0,0,0,1,1,6,1,7,-1,-1,-1,8,1
2013520308409,1,1,0,18,0,8,0,0,0,0,4,1,2,2,5,-1,-1,-1,10,1
2013520308409,2,9,0,5,9,8,0,0,0,0,1,1,1,3,-1,-1,-1,-1,-1,-1
2013520308412,1,9,0,3,0,4,0,0,0,0,2,1,6,2,7,1199,1,13,7,1
2013520308412,2,9,0,18,0,1,0,0,0,0,1,1,6,2,9,998,1,-1,6,2
2013520308415,1,19,0,3,0,6,0,0,0,0,0,1,1,2,6,1248,2,8,8,3
2013520308415,2,1,0,18,9,1,0,0,0,0,1,1,6,2,6,-1,-1,-1,-1,-1
2013520308415,3,19,0,3,0,2,0,0,0,0,3,1,1,3,-1,-1,-1,-1,-1,-1
2013520308421,1,9,0,7,0,4,0,0,0,0,3,1,6,1,11,996,1,1,7,3
2013520308421,2,1,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,7,1
2013520308423,1,9,0,18,0,0,0,0,0,0,1,1,6,2,11,1587,1,7,5,3
2013520308423,2,9,0,2,0,0,0,0,0,0,1,1,6,2,8,2993,2,-1,4,3
2013520308425,1,3,0,18,0,0,0,0,0,0,0,1,6,1,7,124,1,2,8,1
2013520308426,1,9,0,4,9,0,0,0,0,0,1,1,6,1,6,1299,1,7,-1,-1
2013520308427,1,9,0,18,0,8,5,0,0,0,3,1,6,1,9,2000,2,7,5,3
2013520308427,2,9,0,18,0,8,0,0,0,0,1,1,6,1,9,1389,1,11,3,1
2013520308433,1,9,0,11,0,0,5,0,1,10,2,1,6,1,7,2495,2,14,7,3
2013520308433,2,9,0,18,0,0,0,0,1,10,1,1,6,1,6,1896,2,11,9,2
2013520308435,1,9,0,18,0,0,1,0,0,0,1,1,6,2,8,2494,2,25,6,3
2013520308435,2,9,0,18,0,0,0,0,0,0,1,1,6,2,8,2982,2,7,6,3
2013520308441,1,9,0,18,0,1,0,0,0,0,1,1,6,2,9,2987,2,3,6,3
2013520308442,1,9,0,9,0,5,0,0,0,0,4,1,6,2,5,1390,1,12,5,3
2013520308442,2,5,0,18,0,8,0,0,0,0,1,1,6,1,7,781,1,14,9,1
2013520308449,1,9,4,7,0,6,0,0,0,0,3,1,6,1,8,2179,2,5,5,1
2013520308449,2,9,0,18,0,1,0,0,0,0,1,1,6,1,11,1587,1,7,4,1
2013520308466,1,9,0,16,0,0,0,0,2,1,1,1,6,1,4,1364,1,8,7,2
2013520308482,1,9,0,15,0,0,0,0,0,10,1,1,6,2,5,1797,1,15,6,3
2013520308484,1,9,0,18,0,0,0,0,0,0,1,1,6,1,7,1461,2,1,3,2
2013520308486,1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,8,3
2013520308486,2,1,0,18,0,8,0,0,0,0,1,1,6,2,5,-1,-1,-1,3,1
2013520308492,1,9,0,16,0,0,0,0,0,0,1,1,6,1,6,1985,1,14,6,2
2013520308492,2,9,0,17,0,0,0,0,0,0,1,1,6,1,10,1986,2,7,9,1
2013520308495,1,9,0,1,0,0,0,0,0,0,1,1,6,1,8,1900,2,8,6,3
2013520308499,1,1,0,18,0,0,0,0,0,0,2,1,6,2,4,-1,-1,-1,8,1
2013520308499,2,9,0,18,0,0,0,0,0,0,1,1,6,1,11,1596,1,10,3,1
2013520308523,1,9,0,9,0,8,0,0,0,0,1,1,6,1,4,1896,2,11,8,1
2013520308525,1,9,0,18,0,0,5,0,0,0,1,1,6,1,6,1299,1,15,6,3
2013520308529,1,9,0,18,0,0,5,0,0,0,1,1,6,2,7,1994,2,9,8,1
2013520308530,1,9,0,10,0,5,0,0,0,0,2,1,6,1,6,2198,2,8,5,2
2013520308530,2,20,0,18,0,1,0,0,0,0,1,1,1,1,6,-1,-1,-1,3,3
2013520308532,1,1,0,9,0,1,0,0,0,0,2,1,6,1,7,-1,-1,-1,7,3
2013520308532,2,5,0,15,0,1,0,0,0,0,1,1,6,1,9,998,1,5,5,2
2013520308534,1,9,0,1,0,0,0,0,0,0,2,1,6,1,7,1968,2,3,6,2
2013520308535,1,9,0,18,0,0,0,0,0,0,1,1,6,2,6,998,1,13,9,3
2013520308538,1,9,0,18,0,4,0,0,0,0,1,1,6,2,7,2993,2,-1,4,1
2013520308538,2,1,0,9,0,3,0,0,0,0,1,1,6,1,6,-1,-1,-1,8,1
2013520308542,1,9,0,5,0,4,0,0,0,0,1,1,1,1,6,-1,-1,-1,2,1
2013520308543,1,9,0,18,0,0,0,0,0,0,1,1,6,2,8,1753,2,9,10,1
2013520308543,2,20,0,12,0,0,0,0,0,0,2,1,6,1,7,-1,-1,-1,3,1
2013520308546,1,4,0,9,0,4,0,0,0,0,1,1,6,1,6,398,1,20,6,1
2013520308546,2,9,0,9,0,8,0,0,0,0,1,1,6,1,8,1998,2,9,10,1
2013520308547,1,9,0,9,0,5,0,0,0,0,1,1,6,1,6,2400,2,2,4,1
2013520308548,1,9,0,18,0,0,0,0,0,0,1,1,6,2,5,1390,1,15,8,1
2013520308548,2,9,0,3,0,0,0,0,0,0,2,1,6,2,6,-1,-1,-1,5,1
2013520308550,1,9,0,18,0,7,0,0,0,0,1,1,6,2,7,1587,1,7,5,3
2013520308550,2,9,0,18,0,8,0,0,0,0,1,1,6,2,7,-1,-1,-1,4,1
2013520308554,1,9,0,18,0,0,0,0,0,0,2,1,6,1,7,1783,1,12,8,2
2013520308554,2,9,0,18,0,0,0,0,0,0,1,1,6,1,6,-1,-1,-1,8,3
2013520308555,1,9,0,10,0,8,0,0,0,0,2,1,6,2,8,1968,2,-1,6,3
2013520308555,2,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1596,1,12,5,3
2013520308556,1,9,0,18,0,2,0,0,0,0,4,1,2,1,8,1685,2,-1,5,1
2013520308556,2,1,0,18,0,2,0,0,0,0,3,1,6,2,11,-1,-1,-1,8,3
2013520308557,1,9,0,18,0,0,0,0,0,0,1,1,6,1,8,-1,-1,-1,9,1
2013520308558,1,9,0,18,0,0,0,0,0,0,1,1,6,2,9,5972,1,9,5,3
2013520308558,2,9,0,4,0,0,0,0,0,0,2,1,6,2,10,1397,1,3,9,1
2013520308559,1,19,0,7,0,1,0,0,0,0,1,1,6,1,8,2198,2,2,6,2
2013520308559,2,9,0,3,0,1,0,0,0,0,2,1,6,1,9,1560,2,7,7,3
2013520308560,1,9,0,18,0,4,0,0,0,0,3,1,6,1,7,1368,1,1,10,2
2013520308560,2,1,0,18,0,8,0,0,0,0,1,1,6,1,10,-1,-1,-1,4,3
2013520308601,1,9,0,9,0,1,0,0,0,0,2,1,6,1,8,1242,1,15,3,1
2013520308601,2,9,0,18,0,1,0,0,0,0,1,1,6,1,6,2179,2,5,6,1
2013520308605,1,20,0,5,0,0,0,0,0,0,3,1,6,1,5,-1,-1,-1,-1,-1
2013520308606,1,9,0,18,0,0,0,0,7,3,1,1,6,1,4,1124,1,12,7,1
2013520308607,1,9,0,18,0,0,5,0,1,5,1,1,6,1,9,1591,1,1,8,2
2013520308609,1,9,0,7,0,5,0,0,0,0,4,1,6,1,-1,3226,2,13,7,2
2013520308609,2,1,0,7,0,8,0,0,0,0,3,1,6,1,7,-1,-1,-1,6,2
2013520308610,1,9,0,17,0,0,0,0,1,0,1,1,6,1,4,1586,1,5,10,1
2013520308615,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
2013520308618,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,2993,2,1,6,3
2013520308618,2,1,0,9,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,6,1
2013520308619,1,9,0,18,0,0,5,0,7,10,1,1,6,1,4,1396,1,9,5,1
2013520308622,1,21,0,11,0,0,0,0,0,0,4,1,1,1,8,12419,2,-1,4,3
2013520308622,2,9,0,12,0,0,0,0,0,0,3,1,6,1,6,1590,1,16,7,1
2013520308622,3,9,0,18,0,0,0,0,0,0,1,1,6,2,7,-1,-1,-1,1,1
2013520308623,1,9,0,18,0,1,0,0,0,0,4,1,6,2,8,1390,1,14,4,1
2013520308625,1,9,0,9,0,5,0,0,0,0,3,1,6,2,8,1400,1,5,4,3
2013520308625,2,9,0,13,0,1,0,0,7,3,4,1,6,1,10,1461,2,2,5,3
2013520308627,1,9,0,18,0,0,1,0,1,11,1,1,6,1,7,1850,1,13,10,1
2013520308627,2,9,0,18,0,0,0,0,0,0,1,1,6,2,8,1598,2,-1,9,1
2013520308628,1,9,0,18,0,2,0,0,0,0,1,1,6,1,5,2495,1,9,7,3
2013520308628,2,9,0,4,0,2,0,0,0,0,2,1,6,1,9,1679,1,13,6,3
2013520308630,1,9,0,18,0,0,2,0,1,10,2,1,6,1,5,998,1,10,4,1
2013520308632,1,9,0,18,0,0,5,0,1,10,1,1,6,1,-1,1998,1,11,6,2
2013520308633,1,5,0,4,0,1,1,0,0,0,0,1,6,1,4,892,1,13,6,3
2013520308638,1,9,0,17,0,0,0,0,1,10,1,1,6,1,5,1590,1,8,7,3
2013520308639,1,9,0,18,0,0,0,0,1,10,1,1,6,1,8,1461,2,5,9,1
2013520308641,1,1,0,18,0,0,0,0,0,0,3,1,6,1,3,-1,-1,-1,5,1
2013520308641,2,20,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
2013520308642,1,9,0,18,0,0,0,0,0,0,1,1,6,2,8,1248,1,2,3,1
2013520308643,1,9,0,18,0,8,0,0,0,0,3,1,6,1,7,2922,1,16,3,1
2013520308643,2,9,0,18,0,4,0,0,0,0,3,1,6,2,9,1896,2,11,10,1
2013520308659,1,9,0,18,0,8,0,0,0,0,4,1,6,1,5,1800,1,14,6,2
2013520308659,2,9,0,18,0,8,0,0,0,0,1,1,6,2,7,1794,1,9,4,3
2013520308662,1,9,0,17,0,0,0,0,0,0,1,1,6,2,5,-1,-1,-1,5,1
2013520308662,2,9,0,16,0,0,0,0,0,0,1,1,6,2,7,1596,1,7,5,1
2013520308665,1,9,0,4,0,0,0,0,0,0,1,1,6,2,10,2521,1,6,7,2
2013520308665,2,9,0,3,0,0,0,0,0,0,2,1,6,1,6,1896,2,8,10,1
2013520308665,3,9,0,3,0,0,0,0,0,0,2,1,6,1,6,1399,2,9,6,2
2013520308665,4,9,0,3,0,0,0,0,0,0,2,1,6,1,5,1598,1,12,4,1
2013520308672,1,9,0,18,0,0,0,0,1,4,1,1,6,1,8,1968,2,7,6,3
2013520308673,1,9,0,18,0,0,0,0,1,4,1,1,6,2,10,1995,2,7,6,3
2013520308679,1,19,0,18,0,0,0,0,0,0,2,1,6,1,-1,11021,2,13,6,3
2013520308679,2,9,0,18,0,0,0,0,0,0,2,1,6,1,10,1598,2,3,6,3
2013520308679,3,19,0,18,0,0,0,0,0,0,1,1,6,1,-1,2198,2,1,7,3
2013520308681,1,9,0,9,0,5,0,0,0,0,3,1,6,1,7,-1,-1,-1,2,2
2013520308681,2,9,0,17,0,8,0,0,0,0,1,1,6,2,9,1299,1,10,10,1
2013520308688,1,9,0,7,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
2013520308689,1,9,0,18,0,4,0,0,0,0,2,1,6,1,7,2000,2,6,6,1
2013520308689,2,9,0,18,0,4,0,0,0,0,1,1,6,2,7,1598,2,-1,9,1
2013520308691,1,9,0,3,0,7,0,0,0,0,2,1,6,2,5,1596,1,13,7,1
2013520308691,2,9,0,18,0,7,0,0,0,0,1,1,6,1,7,2967,2,1,8,1
2013520308692,1,9,0,18,0,4,0,0,0,0,1,1,6,1,4,2495,2,8,6,3
2013520308692,2,1,0,18,0,8,0,0,0,0,1,1,6,1,9,-1,-1,-1,5,3
2013520308693,1,9,0,18,0,4,0,0,0,0,1,1,6,2,4,1596,1,9,6,3
2013520308693,2,9,0,3,0,4,0,0,0,0,2,1,6,1,8,1598,1,16,4,3
2013520308694,1,9,0,9,0,8,0,0,0,0,1,1,6,2,8,1242,1,5,9,2
2013520308694,2,9,0,18,0,8,0,0,0,0,1,1,6,2,8,1948,1,14,8,3
2013520308696,1,9,0,18,0,8,0,0,0,0,3,1,6,2,7,1998,1,12,3,1
2013520308696,2,9,0,9,0,6,0,0,0,0,1,1,1,1,-1,1796,1,7,7,2
2013520308698,1,2,0,4,0,1,1,0,0,0,0,1,6,1,4,49,1,12,3,1
2013520308698,2,9,0,7,0,8,0,0,0,0,0,1,6,2,4,1240,1,9,-1,-1
2013520308718,1,9,0,18,0,0,0,0,0,0,1,1,6,1,9,-1,-1,-1,9,3
2013520308727,1,9,0,7,0,3,0,0,0,0,1,1,6,1,4,1753,2,12,6,3
2013520308729,1,9,0,18,0,0,0,0,0,0,1,1,6,1,7,1597,1,16,7,3
2013520308729,2,9,0,18,0,0,0,0,0,0,1,1,6,2,10,1598,1,7,10,1
2013520308733,1,9,0,18,0,0,0,0,1,11,1,1,6,1,4,1997,1,9,6,2
2013520308738,1,9,0,16,0,0,0,0,0,0,1,1,6,1,5,1229,1,2,7,3
2013520308761,1,19,0,18,0,0,0,0,0,0,4,1,6,1,6,-1,-1,-1,1,1
2013520308764,1,9,0,18,0,0,0,0,0,0,2,1,6,2,6,1968,2,1,5,2
2013520308764,2,1,0,18,0,0,0,0,0,0,1,1,6,2,7,-1,-1,-1,7,2
2013520308766,1,9,0,18,0,0,0,0,1,0,1,1,6,2,5,1242,1,9,5,3
2013520308768,1,2,0,18,0,0,0,0,0,0,0,1,6,1,4,49,1,7,4,1
2013520308771,1,9,0,18,0,0,0,0,0,0,1,1,6,2,7,1896,2,9,5,1
2013520308771,2,9,0,18,0,0,0,0,0,0,2,1,6,2,6,1198,1,3,8,1
2013520308773,1,9,0,16,0,0,0,0,0,11,1,1,6,1,6,-1,-1,-1,7,2
2013520308777,1,5,0,18,0,8,0,0,0,0,3,1,6,1,10,400,1,5,8,2
2013520308777,2,9,0,9,0,3,0,0,0,0,3,1,6,1,9,1991,2,5,5,2
2013520308778,1,17,4,16,0,0,0,0,0,0,3,1,6,1,7,6728,2,-1,8,3
2013520308778,2,9,0,17,0,0,0,0,0,0,1,1,6,2,8,1199,1,11,8,3
2013520308779,1,9,0,18,0,0,0,0,0,10,1,1,6,1,4,973,1,12,2,1
2013520308781,1,9,0,18,0,0,0,0,0,0,1,1,6,1,10,1560,2,2,2,1
2013520308783,1,19,0,2,0,0,0,0,0,0,2,1,6,1,8,2287,2,7,3,1
2013520308783,2,9,0,18,0,0,0,0,0,0,1,1,6,2,8,1598,1,5,1,1
2013520308784,1,11,0,7,0,1,0,0,0,0,1,1,6,1,10,4500,2,4,3,1
2013520308784,2,5,0,18,0,1,0,0,0,0,1,1,6,1,5,124,1,9,3,1
2013520308785,1,9,0,18,0,2,0,0,0,0,1,1,6,2,8,1998,1,16,5,1
2013520308785,2,9,0,18,0,1,0,0,0,0,1,1,6,2,7,1588,1,10,4,1
2013520308785,3,9,0,18,0,1,0,0,0,0,3,1,6,2,8,1390,1,17,8,3
2013520308786,1,9,0,7,0,8,0,0,0,0,1,1,6,1,8,1582,2,-1,8,1
2013520308786,2,1,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,1,1
2013520308787,1,19,0,5,0,3,0,0,0,0,2,1,6,1,7,-1,-1,-1,7,3
2013520308787,2,1,0,5,0,3,0,0,0,0,1,1,6,1,8,-1,-1,-1,9,1
2013520308787,3,9,0,18,0,3,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
2013520308789,1,1,0,9,0,5,0,0,0,0,3,1,6,1,11,-1,-1,-1,7,3
2013520308789,2,9,0,13,0,1,0,0,0,0,4,1,6,2,6,1493,1,16,5,1
2013520308790,1,9,0,2,0,0,0,0,0,0,3,1,6,2,7,2198,1,9,5,1
2013520308790,2,1,0,18,0,0,0,8,0,0,1,1,6,2,9,-1,-1,-1,1,1
2013520308792,1,9,0,18,0,0,0,0,0,0,2,1,6,1,4,1388,1,2,5,1
2013520308792,2,9,0,18,0,0,0,0,0,0,2,1,6,1,9,1951,2,9,5,2
2013520308792,3,9,0,18,0,0,0,0,0,0,1,1,6,1,10,1248,1,2,3,1
2013520308793,1,9,0,9,0,6,0,0,0,0,4,1,6,2,9,-1,-1,-1,5,1
2013520308793,2,9,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,9,1
2013520308794,1,9,0,18,0,0,0,0,0,0,1,1,6,2,8,1995,2,7,8,2
2013520308794,2,9,0,18,0,0,0,0,0,0,1,1,6,2,10,1299,1,9,7,3
2013520308795,1,9,0,16,0,0,0,0,0,0,1,1,6,1,8,1493,1,16,9,3
2013520308795,2,9,0,17,0,0,0,0,0,0,1,1,6,1,4,1905,2,16,5,3
2013520308797,1,9,0,18,0,8,0,0,0,0,1,1,6,1,5,2457,1,8,3,1
2013520308797,2,9,0,9,0,8,0,0,0,0,1,1,6,1,10,1248,1,4,4,1
2013520308799,1,9,0,17,0,0,5,0,1,10,1,1,6,2,10,1390,1,13,6,3
2013520308800,1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,2191,2,-1,9,1
2013520308800,2,9,0,18,0,8,0,0,0,0,1,1,6,2,6,998,1,12,8,3
2013520308803,1,9,0,18,0,0,0,0,0,0,1,1,6,2,4,1598,1,7,8,3
2013520308803,2,9,0,18,0,0,0,0,0,0,1,1,6,1,6,998,1,-1,8,1
2013520308805,1,9,0,13,0,0,0,0,1,9,1,1,6,1,6,2720,2,7,4,1
2013520308807,1,9,0,18,0,4,0,0,0,0,1,1,6,1,10,1998,2,8,9,3
2013520308807,2,9,0,9,0,3,0,0,0,0,2,1,6,2,9,2720,2,7,6,3
2013520308808,1,9,0,18,0,0,0,0,0,0,1,1,6,1,4,1587,1,12,3,1
2013520308808,2,9,0,4,0,0,0,0,0,0,2,1,6,2,5,1200,1,43,3,3
2013520308808,3,9,0,4,0,0,0,0,0,0,2,1,6,2,10,1329,1,4,4,1
2013520308810,1,9,0,9,0,1,0,0,0,0,2,1,6,2,6,1560,2,3,5,1
2013520308810,2,9,0,18,0,1,0,0,0,0,1,1,6,1,9,1798,1,2,7,1
2013520308812,1,9,0,18,0,0,0,0,0,0,2,1,6,2,9,2438,1,19,1,1
2013520308816,1,9,0,10,0,1,0,0,0,0,2,1,6,2,4,1124,1,13,7,1
2013520308816,2,9,0,18,0,1,0,0,0,0,2,1,6,2,9,1388,1,14,8,3
2013520308816,3,9,0,18,0,1,0,0,0,0,1,1,6,2,7,-1,-1,-1,8,1
2013520308817,1,9,0,18,0,0,0,0,0,0,1,1,6,2,7,1248,2,2,9,1
2013520308817,2,1,0,18,0,0,0,0,0,0,1,1,6,2,4,-1,-1,-1,1,1
2013520308819,1,9,0,18,0,0,0,0,0,0,1,1,6,2,4,1360,1,8,9,2
2013520308819,2,9,0,5,0,0,0,0,0,0,3,1,6,2,5,1398,2,10,5,2
2013520308820,1,9,0,9,0,8,0,0,0,0,1,1,6,2,9,1598,1,7,3,1
2013520308820,2,1,0,18,0,8,0,0,0,0,1,1,6,2,8,-1,-1,-1,3,1
2013520308821,1,9,0,10,0,1,0,0,0,0,2,1,6,1,8,-1,-1,-1,5,1
2013520308821,2,9,0,18,0,1,0,0,0,0,1,1,6,1,10,1796,1,7,9,1
2013520400060,1,9,0,18,0,0,1,0,1,3,1,1,6,2,5,1124,1,12,6,3
2013520400066,1,9,0,18,0,8,0,0,0,0,3,1,6,2,8,1997,1,10,4,1
2013520400066,2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,1598,1,11,7,3
2013520400068,1,9,0,8,0,4,0,0,0,0,2,1,6,2,4,998,1,-1,10,1
2013520400068,2,9,0,5,0,4,0,0,0,0,1,1,6,1,6,1910,2,7,9,2
2013520400070,1,9,0,18,0,0,0,0,0,0,1,1,6,1,11,-1,-1,-1,6,3
2013520400070,2,1,0,18,0,0,0,0,0,0,2,1,6,1,7,-1,-1,-1,8,2
2013520400074,1,9,0,9,0,6,0,0,0,0,1,1,6,1,9,1582,2,5,6,2
2013520400074,2,1,0,9,0,6,0,0,0,0,3,1,6,1,7,-1,-1,-1,7,1
2013520400076,1,9,0,9,0,6,0,0,0,0,1,1,6,2,6,-1,-1,-1,3,1
2013520400076,2,9,0,18,0,1,0,0,0,0,3,1,6,1,10,1400,1,13,10,1
2013520400076,3,9,0,18,0,8,0,0,0,0,3,1,6,2,10,2000,1,13,7,3
2013520400081,1,9,0,5,0,8,0,0,0,0,1,1,6,2,9,1797,8,1,7,3
2013520400081,2,1,0,9,0,6,0,0,0,0,4,1,6,2,6,-1,-1,-1,1,1
2013520400157,1,9,0,9,0,2,0,0,0,0,4,1,6,2,5,1598,2,3,4,1
2013520400163,1,9,0,9,0,4,0,0,0,0,1,1,6,2,10,1296,1,6,8,1
2013520400163,2,1,0,9,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,9,2
2013520400167,1,9,0,7,0,1,0,0,0,0,1,1,6,2,11,1598,1,13,7,3
2013520400167,2,9,0,7,0,1,0,0,7,11,2,1,6,2,11,996,1,4,7,3
2013520400168,1,9,0,9,0,6,0,0,0,0,1,1,6,1,7,1871,2,10,5,1
2013520400168,2,9,0,18,0,8,0,0,0,0,1,1,6,2,4,1598,1,9,9,3
2013520400170,1,9,0,5,0,8,0,0,1,10,1,1,6,1,4,1229,1,-1,8,1
2013520400170,2,9,0,18,0,8,0,0,0,0,1,1,6,2,9,1997,2,13,7,3
2013520400171,1,21,0,3,0,0,0,0,0,0,3,1,1,1,9,9200,2,7,7,3
2013520400171,2,9,0,4,0,0,0,0,0,0,1,1,6,1,6,1396,1,8,2,1
2013520400171,3,9,0,4,0,0,0,0,0,0,1,1,6,2,7,1587,1,11,5,1
2013520400176,1,9,0,18,0,8,5,0,0,0,1,1,6,2,4,1149,1,8,4,3
2013520400176,2,9,0,18,0,8,0,0,0,0,2,1,6,2,11,1248,1,1,9,1
2013520400176,3,9,0,11,0,8,0,0,0,0,4,1,6,1,10,1968,2,1,6,3
2013520400180,1,9,0,3,0,4,0,0,0,0,2,1,6,2,4,1399,2,-1,6,3
2013520400180,2,9,0,18,0,4,0,0,0,0,1,1,6,2,10,1390,1,7,6,3
2013520400201,1,9,0,18,0,0,0,0,0,0,4,1,6,2,6,1910,2,6,5,1
2013520400308,1,9,0,18,0,0,0,0,0,11,1,1,6,1,5,1998,1,10,10,2
2013520400326,1,9,0,18,0,8,0,0,0,0,4,1,6,2,4,1868,2,14,8,3
2013520400326,2,3,0,18,0,8,0,0,0,0,1,1,6,2,6,125,1,8,3,1
2013520400328,1,9,0,18,0,8,0,0,0,0,3,1,6,1,5,1461,2,7,10,1
2013520400328,2,9,0,18,0,8,0,0,0,0,1,1,6,1,7,1796,1,7,7,3
2013520400328,3,19,0,9,0,8,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
2013520400371,1,9,0,18,0,0,0,0,1,4,1,1,6,1,7,2698,2,6,8,3
2013520400373,1,9,0,18,0,0,0,0,0,0,1,1,6,2,7,1242,1,14,6,3
2013520400375,1,9,0,8,0,1,0,0,0,0,2,1,6,2,10,3226,2,13,9,2
2013520400375,2,9,0,8,0,1,0,0,0,0,1,1,6,2,7,2268,2,-1,7,1
2013520400381,1,9,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
2013520400383,1,9,0,13,0,0,0,0,0,0,1,1,6,1,5,1396,1,13,8,3
2013520400383,2,9,0,18,0,0,0,0,0,0,3,1,6,1,8,2902,2,9,9,3
2013520400383,3,9,0,18,0,0,0,0,0,0,1,1,6,1,8,1968,2,1,10,1
2013520400404,1,20,0,1,0,0,0,0,0,0,2,1,1,1,8,2143,2,2,9,1
2013520400404,2,1,0,18,0,0,0,0,0,0,1,1,6,2,4,-1,-1,-1,3,1
2013520400547,1,21,1,18,0,0,0,0,0,0,-1,1,1,1,8,11705,2,3,7,3
2013520400547,2,9,0,18,0,0,0,0,0,0,4,1,6,1,6,1196,1,22,7,3
2013520400555,1,9,0,9,0,5,0,0,0,0,3,1,6,2,6,1497,1,10,6,1
2013520400555,2,21,1,13,0,8,0,0,0,0,1,1,1,1,9,10837,2,2,8,2
2013520400661,1,9,0,18,0,8,0,0,0,0,1,1,6,2,7,1360,1,1,10,1
2013520400661,2,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1781,1,10,8,3
2013520400747,1,9,0,1,0,0,0,0,0,0,2,1,6,2,9,698,1,10,1,1
2013520400888,1,9,0,9,0,5,0,0,0,0,1,1,6,1,5,1242,1,13,4,1
2013520400919,1,11,0,9,0,6,0,0,0,0,1,1,1,1,9,-1,2,17,9,2
2013520400919,2,10,0,18,0,8,0,0,0,0,4,1,6,1,7,1870,2,7,6,2
2013520400930,1,9,0,18,0,8,0,0,7,3,1,1,6,1,7,2000,2,2,10,1
2013520400930,2,9,0,9,0,6,0,0,0,0,1,1,6,1,9,1499,1,15,9,2
2013520401026,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1396,1,15,5,1
2013520401026,2,9,0,18,0,8,0,0,0,0,1,1,6,2,5,1199,1,14,9,1
2013520401040,1,9,0,6,8,0,0,0,0,0,1,1,6,1,11,1910,2,4,6,3
2013520401040,2,9,0,18,0,0,0,0,0,0,1,1,6,1,8,1956,2,2,8,1
2013520401434,1,9,0,18,0,8,0,0,0,0,1,1,6,1,9,1986,1,25,8,3
2013520401434,2,9,0,18,0,8,0,0,0,0,1,1,6,1,8,2720,2,3,8,3
2013520401600,1,9,0,18,0,0,0,0,1,4,1,1,6,1,7,1686,2,10,-1,-1
2013521300018,1,9,0,17,0,0,0,4,7,10,3,1,6,1,5,1124,1,10,1,1
2013521300018,2,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,1599,1,9,-1,-1
2013521300053,1,9,0,9,0,6,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
2013521300053,2,1,0,18,4,8,0,0,0,0,4,1,2,2,8,-1,-1,-1,10,1
2013521300069,1,8,0,9,0,5,0,0,0,0,1,1,1,1,7,1388,1,3,2,1
2013521300071,1,9,0,14,0,0,0,0,0,0,1,1,6,1,6,-1,-1,-1,6,1
2013521300071,2,9,0,5,0,0,0,0,0,0,2,1,6,1,10,1998,2,11,3,1
2013521300080,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,5,1
2013521300080,2,9,0,18,0,8,0,0,0,0,2,1,6,1,5,1388,1,4,9,1
2013521300095,1,1,0,18,0,0,0,0,0,0,1,1,6,1,7,-1,-1,-1,4,1
2013521300095,2,19,0,13,0,0,0,0,0,0,4,1,1,1,8,2143,2,3,3,1
2013521300144,1,3,0,18,0,8,0,0,0,0,1,1,6,1,5,124,1,15,1,1
2013521300144,2,9,0,9,0,6,0,0,0,0,3,1,6,2,9,1905,2,15,5,1
2013521300158,1,9,0,13,0,1,0,0,0,0,4,1,6,1,7,3301,1,16,3,1
2013521300158,2,1,0,18,0,1,0,0,0,0,2,1,6,1,4,-1,-1,-1,5,1
2013521300165,1,9,0,18,0,4,0,0,0,0,1,1,6,1,4,1199,1,10,10,1
2013521300165,2,9,0,18,0,8,0,0,0,0,1,1,6,1,4,1198,1,9,-1,3
